"OverallQual";"YearBuilt";"YearRemodAdd";"MasVnrArea";"Foundation";"BsmtFinType1";"BsmtFinSF1";"TotalBsmtSF";"HeatingQC";"1stFlrSF";"2ndFlrSF";"GrLivArea";"FullBath";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"WoodDeckSF";"OpenPorchSF";"SaleType";"SaleCondition";"SalePrice"
7;2007;2007;0;"PConc";"Unf";0;1689;"Ex";1689;0;1689;2;0;"NA";3;954;0;56;"New";"Partial";248328
7;1974;1974;81;"CBlock";"GLQ";885;1053;"TA";1173;0;1173;2;2;"TA";2;528;0;120;"WD";"Family";170000
10;2006;2006;104;"PConc";"GLQ";1386;2076;"Ex";2076;0;2076;2;1;"Gd";3;850;216;229;"New";"Partial";465000
8;1929;1950;0;"PConc";"Unf";0;792;"Fa";792;725;1517;1;2;"Gd";2;400;0;0;"WD";"Normal";230000
6;1984;2003;74;"CBlock";"Unf";0;585;"Ex";1140;728;1868;3;1;"TA";2;477;268;112;"WD";"Abnorml";178000
7;2005;2006;0;"PConc";"Unf";0;756;"Ex";756;797;1553;2;0;"NA";2;615;0;45;"New";"Partial";186500
6;1976;1976;335;"CBlock";"GLQ";539;1012;"TA";1034;0;1034;1;0;"NA";3;888;0;0;"WD";"Normal";169900
6;1917;1950;0;"BrkTil";"Rec";319;735;"Fa";1134;924;2058;1;1;"Gd";2;396;0;0;"WD";"Normal";129500
5;1950;1950;0;"CBlock";"BLQ";534;876;"TA";988;0;988;1;0;"NA";1;276;0;80;"WD";"Normal";119000
7;1968;1968;0;"CBlock";"ALQ";1065;2110;"Ex";2110;0;2110;2;2;"TA";2;522;0;0;"WD";"Normal";244000
7;2003;2003;163;"PConc";"Unf";0;1405;"Ex";1405;0;1405;2;1;"Gd";2;478;148;36;"WD";"Normal";171750
5;1968;1968;0;"CBlock";"BLQ";510;864;"TA";874;0;874;1;0;"NA";1;288;33;0;"WD";"Normal";130000
7;1974;2003;0;"CBlock";"LwQ";125;1192;"TA";1516;651;2167;2;2;"Gd";2;518;220;47;"WD";"Normal";294000
7;2003;2004;92;"PConc";"Unf";0;746;"Ex";760;896;1656;2;1;"Gd";2;397;178;128;"WD";"Normal";165400
6;1931;1950;0;"BrkTil";"LwQ";425;884;"TA";959;408;1367;1;1;"Gd";1;560;0;0;"WD";"Normal";127500
8;1994;1994;554;"PConc";"GLQ";1314;1986;"Ex";1987;0;1987;2;1;"TA";2;691;262;36;"WD";"Normal";301500
5;1922;1950;0;"PConc";"Unf";0;864;"Ex";864;0;864;1;0;"NA";0;0;0;96;"WD";"Normal";99900
7;2005;2005;182;"PConc";"GLQ";655;856;"Ex";1166;0;1166;2;0;"NA";2;400;212;0;"WD";"Normal";190000
6;1969;1969;0;"CBlock";"ALQ";602;1054;"Gd";1054;0;1054;1;0;"NA";2;460;180;0;"WD";"Normal";151000
6;1999;1999;0;"PConc";"Unf";0;841;"Ex";892;783;1675;2;1;"TA";2;502;0;103;"WD";"Normal";181000
5;1956;1956;0;"CBlock";"Rec";504;1050;"Gd";1050;0;1050;1;0;"NA";1;338;0;0;"WD";"Normal";128900
4;1957;1989;0;"CBlock";"Unf";0;1104;"Ex";1104;684;1788;1;2;"TA";1;304;120;0;"WD";"Normal";161500
6;1919;1950;0;"PConc";"Unf";0;764;"Ex";1060;764;1824;1;1;"Gd";2;520;0;0;"WD";"Normal";180500
6;1998;1999;0;"PConc";"GLQ";266;1405;"Ex";1337;0;1337;2;0;"NA";2;511;144;68;"COD";"Abnorml";181000
7;1999;1999;218;"PConc";"GLQ";450;691;"Ex";713;739;1452;2;0;"NA";2;506;0;34;"WD";"Normal";183900
7;1910;1950;0;"CBlock";"Unf";0;925;"TA";964;925;1889;1;1;"Gd";1;308;0;0;"WD";"Normal";122000
9;2008;2009;0;"PConc";"Unf";0;2002;"Ex";2018;0;2018;2;1;"Gd";3;746;144;76;"WD";"Normal";378500
8;1935;1997;632;"CBlock";"Rec";192;728;"Ex";1968;1479;3447;3;2;"Gd";3;1014;314;12;"WD";"Normal";381000
5;1958;1958;180;"CBlock";"BLQ";460;874;"TA";874;650;1524;1;0;"NA";1;315;0;0;"WD";"Normal";144000
7;1979;1979;0;"PConc";"GLQ";1258;1332;"TA";1332;192;1524;0;1;"TA";2;586;268;0;"WD";"Normal";260000
6;1968;1968;0;"CBlock";"Unf";0;1489;"Gd";1489;0;1489;2;1;"Gd";2;462;0;0;"WD";"Normal";185750
5;1965;1965;114;"CBlock";"BLQ";560;935;"TA";935;0;935;1;0;"NA";1;288;180;0;"WD";"Normal";137000
6;1959;2006;84;"CBlock";"ALQ";719;1019;"Gd";1357;0;1357;1;1;"Gd";1;312;0;0;"WD";"Normal";177000
5;1910;2003;0;"PConc";"Unf";0;661;"Ex";661;589;1250;2;1;"Gd";2;552;242;0;"WD";"Normal";139000
5;1948;1950;567;"CBlock";"Rec";220;928;"Gd";928;992;1920;2;0;"NA";2;400;0;0;"WD";"Normal";137000
6;1972;1972;0;"CBlock";"BLQ";593;723;"TA";735;660;1395;1;1;"TA";2;497;294;116;"WD";"Normal";162000
6;1967;1976;359;"CBlock";"ALQ";528;1680;"Fa";1724;0;1724;1;1;"Gd";2;480;0;0;"WD";"Normal";197900
8;2002;2002;104;"PConc";"GLQ";804;1128;"Ex";1128;903;2031;2;1;"Gd";2;577;0;211;"WD";"Normal";237000
4;1920;1950;0;"CBlock";"Unf";0;698;"TA";698;430;1128;1;0;"NA";2;528;30;0;"COD";"Abnorml";68400
7;2002;2002;110;"PConc";"GLQ";788;1573;"Ex";1573;0;1573;2;0;"NA";2;544;0;72;"WD";"Normal";227000
7;1990;1990;54;"CBlock";"ALQ";1053;1309;"TA";1339;0;1339;2;1;"TA";2;484;0;58;"WD";"Normal";180000
5;1977;2008;0;"CBlock";"LwQ";532;1040;"TA";1040;0;1040;2;0;"NA";2;484;0;0;"WD";"Normal";150500
6;1971;1971;0;"CBlock";"Unf";0;912;"TA";912;912;1824;2;0;"NA";0;0;128;0;"WD";"Normal";139000
6;1919;1990;0;"PConc";"Unf";0;804;"Ex";1699;748;2447;2;1;"Gd";1;336;272;0;"WD";"Normal";169000
6;1939;1950;0;"CBlock";"Unf";0;780;"Ex";825;587;1412;1;1;"Gd";1;280;45;0;"WD";"Normal";132500
6;1963;1963;451;"CBlock";"ALQ";569;1328;"TA";1328;0;1328;1;2;"Gd";2;528;0;26;"WD";"Normal";143000
5;1964;1964;621;"CBlock";"Rec";812;1624;"Fa";1582;0;1582;2;0;"NA";2;390;168;198;"WD";"Normal";190000
8;2000;2000;0;"PConc";"GLQ";1158;1501;"Ex";1659;0;1659;2;1;"Ex";2;499;212;59;"WD";"Normal";278000
8;2006;2006;788;"PConc";"Unf";0;1085;"Ex";1120;850;1970;2;1;"Gd";3;753;177;74;"New";"Partial";281000
5;1964;1964;86;"PConc";"GLQ";1014;1152;"TA";1152;0;1152;1;1;"Gd";2;484;227;0;"WD";"Normal";180500
5;1972;1972;268;"CBlock";"ALQ";231;630;"TA";630;672;1302;2;0;"NA";1;264;185;0;"WD";"Normal";119500
5;1892;1965;0;"Stone";"Unf";0;994;"TA";1378;994;2372;2;0;"NA";1;432;0;287;"WD";"Normal";107500
7;1976;1976;0;"PConc";"GLQ";194;832;"TA";832;832;1664;2;1;"TA";2;528;0;28;"WD";"Normal";162900
5;1955;1990;0;"CBlock";"Rec";167;864;"TA";864;0;864;1;0;"NA";2;572;0;0;"WD";"Normal";115000
5;1968;1968;168;"CBlock";"BLQ";1016;1052;"Gd";1052;0;1052;1;0;"NA";1;288;356;0;"WD";"Normal";138500
5;1963;1963;148;"CBlock";"ALQ";776;1120;"Gd";1128;0;1128;2;0;"NA";2;525;192;20;"WD";"Normal";155000
6;2005;2006;82;"PConc";"GLQ";547;547;"Gd";1072;0;1072;2;0;"NA";2;525;0;44;"New";"Partial";140000
10;2008;2008;796;"PConc";"GLQ";5644;6110;"Ex";4692;950;5642;2;3;"Gd";2;1418;214;292;"New";"Partial";160000
5;1959;1994;0;"CBlock";"LwQ";340;1246;"Ex";1246;0;1246;1;0;"NA";1;305;218;0;"WD";"Normal";154000
7;1999;1999;344;"PConc";"GLQ";694;978;"Ex";1005;978;1983;2;1;"TA";2;490;0;0;"WD";"Normal";225000
6;1942;1950;0;"CBlock";"BLQ";547;771;"Fa";753;741;1494;1;2;"Gd";1;213;0;0;"WD";"Normal";177500
8;1994;1994;391;"PConc";"GLQ";740;1165;"Ex";1203;1323;2526;2;1;"TA";3;844;309;78;"WD";"Normal";290000
7;2005;2005;228;"PConc";"Unf";0;1616;"Ex";1616;0;1616;2;0;"NA";3;834;208;59;"WD";"Normal";232000
7;2004;2004;117;"PConc";"Unf";0;976;"Ex";976;732;1708;2;0;"NA";2;380;0;40;"WD";"Normal";130000
9;2006;2007;300;"PConc";"GLQ";1572;1652;"Ex";1652;0;1652;2;2;"Ex";2;840;404;102;"WD";"Normal";325000
7;2005;2006;94;"PConc";"Unf";0;1368;"Ex";1368;0;1368;2;1;"Gd";2;474;132;35;"New";"Partial";202500
5;1994;1995;0;"PConc";"ALQ";746;990;"Ex";990;0;990;1;0;"NA";2;480;0;64;"WD";"Normal";138000
5;1948;2005;0;"CBlock";"GLQ";144;924;"Ex";1122;0;1122;1;0;"NA";2;528;0;36;"WD";"Normal";147000
6;1991;1991;88;"CBlock";"GLQ";1200;1278;"Gd";1294;0;1294;2;0;"NA";2;496;112;51;"WD";"Normal";179200
7;1959;2002;0;"PConc";"GLQ";1406;1902;"TA";1902;0;1902;2;2;"TA";2;567;0;207;"WD";"Normal";335000
7;2005;2007;80;"PConc";"GLQ";925;1274;"Ex";1274;0;1274;2;0;"NA";2;508;264;98;"New";"Partial";203000
8;1990;1990;336;"PConc";"GLQ";482;1453;"Ex";1453;1357;2810;2;1;"Ex";2;750;500;0;"WD";"Normal";302000
9;1999;1999;165;"PConc";"Unf";0;1393;"Ex";1422;1177;2599;2;1;"TA";3;779;668;30;"WD";"Normal";333168
4;1954;1954;0;"CBlock";"Rec";732;948;"Ex";948;0;948;1;1;"TA";1;280;0;36;"WD";"Normal";119000
6;1969;1969;0;"CBlock";"ALQ";500;952;"TA";1092;1020;2112;2;2;"Gd";2;576;280;0;"WD";"Normal";206900
8;2008;2008;270;"PConc";"Unf";0;1622;"Ex";1630;0;1630;2;1;"Gd";3;860;172;42;"WD";"Normal";295493
7;2006;2007;0;"PConc";"Unf";0;1352;"Ex";1352;0;1352;2;1;"Gd";2;466;0;241;"New";"Partial";208900
8;2001;2002;178;"PConc";"Unf";0;1753;"Ex";1787;0;1787;2;1;"TA";3;748;198;150;"WD";"Normal";275000
4;1954;1954;132;"PConc";"ALQ";492;864;"Ex";948;0;948;1;0;"NA";1;248;0;0;"WD";"Normal";111000
6;1957;1957;0;"CBlock";"ALQ";189;1478;"Gd";1478;0;1478;1;2;"Gd";2;442;114;0;"WD";"Normal";156500
3;1949;1950;0;"CBlock";"NA";0;0;"TA";720;0;720;1;0;"NA";1;287;0;0;"WD";"Normal";72500
7;1992;1992;0;"PConc";"GLQ";674;750;"Ex";1061;862;1923;2;1;"TA";2;564;240;39;"WD";"Normal";190000
4;1940;1950;0;"CBlock";"LwQ";280;420;"Gd";708;0;708;1;0;"NA";0;0;164;0;"WD";"Normal";82500
8;2006;2007;428;"PConc";"Unf";0;1795;"Ex";1795;0;1795;2;1;"Gd";3;895;0;49;"New";"Partial";147000
4;1922;1950;0;"BrkTil";"Unf";0;796;"Fa";796;0;796;1;0;"NA";0;0;0;0;"WD";"Normal";55000
3;1931;2006;0;"BrkTil";"Rec";544;544;"Ex";774;0;774;1;0;"NA";0;0;0;0;"WD";"Normal";79000
5;1982;2008;0;"CBlock";"ALQ";641;816;"Ex";816;0;816;1;1;"Ex";1;264;0;0;"WD";"Normal";130500
6;1920;1950;0;"BrkTil";"LwQ";493;1510;"Ex";1584;1208;2792;2;2;"TA";2;520;0;547;"WD";"Normal";256000
7;1998;1998;0;"PConc";"Unf";0;935;"Gd";955;677;1632;2;1;"TA";2;462;0;28;"WD";"Normal";176500
8;2006;2006;410;"PConc";"Unf";0;1588;"Ex";1588;0;1588;2;1;"Gd";3;825;144;45;"WD";"Normal";227000
5;1976;1976;0;"CBlock";"ALQ";483;911;"Gd";954;0;954;1;0;"NA";2;576;0;0;"WD";"Normal";132500
4;1938;1958;0;"CBlock";"ALQ";690;816;"Ex";816;0;816;1;1;"Gd";1;288;0;0;"WD";"Normal";100000
5;1938;1995;0;"CBlock";"Unf";0;803;"Ex";803;557;1360;1;0;"NA";1;297;0;65;"WD";"Normal";125500
5;1970;1970;312;"CBlock";"LwQ";765;765;"TA";765;600;1365;1;0;"NA";2;440;0;36;"WD";"Normal";125000
6;1977;1977;360;"CBlock";"ALQ";686;1350;"TA";1334;0;1334;2;1;"TA";2;630;0;16;"WD";"Normal";167900
5;1973;1973;564;"CBlock";"Unf";0;1656;"TA";1656;0;1656;2;0;"NA";2;506;0;211;"WD";"Normal";135000
4;1941;1950;0;"CBlock";"Unf";0;693;"Fa";693;0;693;1;0;"NA";0;0;0;20;"WD";"Normal";52500
7;2002;2002;0;"PConc";"GLQ";700;916;"Ex";920;941;1861;2;0;"NA";2;492;146;91;"WD";"Normal";200000
5;1972;1972;0;"CBlock";"Rec";360;864;"Ex";864;0;864;1;0;"NA";1;288;0;0;"WD";"Normal";128500
4;1971;1971;0;"CBlock";"Unf";0;858;"TA";872;0;872;1;0;"NA";4;480;0;0;"WD";"Normal";123000
6;2003;2004;0;"PConc";"GLQ";814;1114;"Ex";1114;0;1114;1;0;"NA";2;576;0;78;"WD";"Normal";155000
8;2002;2002;149;"PConc";"Unf";0;1284;"Ex";1284;885;2169;2;1;"Gd";2;647;192;87;"WD";"Normal";228500
6;1928;1950;0;"BrkTil";"Unf";0;896;"Gd";1172;741;1913;1;1;"TA";2;342;0;0;"WD";"Normal";177000
7;2006;2006;0;"PConc";"Unf";0;728;"Ex";728;728;1456;2;1;"TA";2;440;0;0;"New";"Partial";155835
4;1920;1950;0;"PConc";"ALQ";250;960;"Gd";960;0;960;1;0;"NA";1;308;0;0;"WD";"Normal";108500
7;1968;2003;0;"CBlock";"BLQ";297;1568;"TA";2156;0;2156;2;1;"Gd";2;508;0;80;"WD";"Normal";262500
8;2006;2007;100;"PConc";"GLQ";80;1732;"Ex";1776;0;1776;2;1;"Gd";3;712;0;0;"New";"Partial";283463
7;1998;1998;0;"PConc";"GLQ";1443;1482;"Ex";1494;0;1494;2;1;"Fa";2;514;402;25;"WD";"Normal";215000
8;1872;1987;0;"BrkTil";"LwQ";259;684;"Fa";938;1215;2358;2;0;"NA";0;0;0;54;"WD";"Normal";122000
5;1969;1969;368;"CBlock";"LwQ";500;1248;"TA";1338;1296;2634;2;0;"NA";4;968;0;0;"WD";"Normal";200000
6;1962;1962;318;"CBlock";"Rec";319;858;"Ex";858;858;1716;1;1;"Gd";2;490;0;84;"WD";"Normal";171000
6;1937;2000;0;"BrkTil";"Unf";0;698;"TA";786;390;1176;1;0;"NA";2;624;210;0;"WD";"Normal";134900
8;1995;1996;579;"PConc";"GLQ";816;2033;"Ex";2053;1185;3238;2;1;"Ex";3;666;283;86;"WD";"Normal";410000
7;2000;2000;0;"PConc";"GLQ";735;992;"Ex";992;873;1865;2;1;"TA";3;839;0;184;"WD";"Normal";235000
7;1968;1992;143;"CBlock";"Unf";0;570;"Gd";1222;698;1920;3;1;"TA";2;487;0;98;"WD";"Normal";170000
5;1966;1966;65;"CBlock";"Rec";340;864;"TA";892;0;892;1;0;"NA";1;264;0;0;"WD";"Normal";110000
5;1971;2008;0;"CBlock";"GLQ";734;1078;"Ex";1078;0;1078;1;1;"Fa";2;500;0;0;"WD";"Normal";149900
6;2000;2000;216;"PConc";"GLQ";378;756;"Ex";769;804;1573;2;0;"NA";2;440;0;32;"WD";"Normal";177500
9;2004;2005;66;"PConc";"GLQ";1447;1980;"Ex";1980;0;1980;2;1;"Gd";3;770;194;45;"WD";"Normal";315000
5;1921;1998;0;"BrkTil";"Unf";0;612;"Ex";990;1611;2601;3;0;"NA";2;621;183;0;"WD";"Normal";189000
7;2005;2005;16;"PConc";"ALQ";1274;1530;"Ex";1530;0;1530;2;1;"Gd";2;430;168;36;"WD";"Normal";260000
4;1920;2007;0;"BrkTil";"Unf";0;715;"Gd";1281;457;1738;2;1;"Gd";1;368;55;0;"WD";"Normal";104900
6;2006;2007;0;"PConc";"Unf";0;616;"Ex";616;796;1412;2;1;"Gd";2;432;0;36;"New";"Partial";156932
7;2005;2005;0;"PConc";"Unf";0;600;"Ex";520;600;1200;2;0;"NA";2;480;0;166;"WD";"Abnorml";144152
7;2000;2000;0;"PConc";"GLQ";533;814;"Ex";814;860;1674;2;0;"NA";2;663;0;96;"WD";"Normal";216000
7;1999;1999;158;"PConc";"GLQ";633;873;"Ex";882;908;1790;2;0;"NA";2;588;0;88;"WD";"Abnorml";193000
5;1977;1977;0;"PConc";"ALQ";548;757;"Ex";925;550;1475;2;1;"TA";1;336;104;26;"WD";"Normal";127000
6;2003;2004;170;"PConc";"GLQ";685;848;"Ex";848;0;848;1;0;"NA";2;420;140;0;"WD";"Normal";144000
8;2003;2003;171;"PConc";"BLQ";370;1657;"Ex";1668;0;1668;2;1;"TA";2;502;0;262;"WD";"Normal";232000
4;1920;1950;0;"PConc";"ALQ";315;840;"Ex";840;534;1374;1;0;"NA";1;338;0;0;"WD";"Normal";105000
6;1955;1996;0;"CBlock";"BLQ";831;992;"Gd";1661;0;1661;1;1;"TA";1;377;0;28;"WD";"Normal";165500
7;1998;1998;0;"PConc";"GLQ";975;1108;"Ex";1108;989;2097;2;1;"TA";2;583;253;170;"WD";"Normal";274300
10;2001;2002;705;"PConc";"GLQ";1282;2633;"Ex";2633;0;2633;2;2;"Gd";3;804;314;140;"WD";"Normal";466500
7;2005;2005;0;"PConc";"Unf";0;1026;"Ex";1026;932;1958;2;1;"Gd";3;936;154;210;"WD";"Normal";250000
8;2007;2007;80;"PConc";"Unf";0;1571;"Ex";1571;0;1571;2;1;"Gd";3;722;100;36;"New";"Partial";239000
6;1930;1950;0;"BrkTil";"Rec";384;768;"TA";790;0;790;1;0;"NA";1;160;0;141;"WD";"Normal";91000
5;1941;1960;0;"CBlock";"LwQ";408;984;"Ex";984;620;1604;2;0;"NA";2;660;0;68;"WD";"Normal";117000
6;1973;1973;408;"CBlock";"BLQ";309;483;"TA";483;504;987;1;0;"NA";1;264;72;0;"WD";"Normal";83000
5;2006;2007;0;"PConc";"Unf";0;384;"Gd";754;640;1394;2;0;"NA";2;400;100;0;"WD";"Normal";167500
3;1914;1950;0;"BrkTil";"Rec";203;864;"TA";864;0;864;1;0;"NA";1;200;0;0;"WD";"Normal";58500
6;1970;1970;0;"CBlock";"BLQ";865;1205;"Ex";2117;0;2117;2;2;"Gd";2;550;0;42;"WD";"Normal";237500
7;1920;1950;0;"BrkTil";"Unf";0;596;"Ex";998;764;1762;1;0;"NA";2;576;36;0;"WD";"Normal";157000
5;1918;2007;0;"BrkTil";"Unf";0;816;"Ex";1416;0;1416;2;0;"NA";2;576;0;0;"WD";"Normal";112000
6;1939;1950;0;"BrkTil";"Rec";204;560;"TA";698;560;1258;1;0;"NA";1;280;0;0;"WD";"Normal";105000
4;1922;2007;0;"BrkTil";"BLQ";735;796;"Gd";796;358;1154;1;0;"NA";1;240;0;96;"WD";"Normal";125500
7;1978;1978;184;"CBlock";"BLQ";790;1392;"TA";1392;1392;2784;3;2;"TA";2;564;0;112;"WD";"Normal";250000
6;1916;1950;0;"BrkTil";"Rec";168;714;"TA";1664;862;2526;2;1;"Gd";1;216;88;15;"CWD";"Family";136000
9;2006;2007;160;"PConc";"GLQ";1320;1746;"Ex";1746;0;1746;2;2;"Gd";3;758;201;39;"WD";"Normal";377500
6;1941;1950;0;"BrkTil";"ALQ";375;735;"Ex";869;349;1218;1;1;"Gd";2;440;0;0;"WD";"Normal";131000
7;2000;2000;244;"PConc";"GLQ";1400;1525;"Ex";1525;0;1525;2;0;"NA";2;541;219;36;"WD";"Normal";235000
5;1967;1967;0;"CBlock";"Unf";0;1584;"TA";1584;0;1584;2;0;"NA";3;792;0;152;"WD";"Normal";124000
5;1967;1967;0;"CBlock";"ALQ";769;864;"TA";900;0;900;1;1;"Po";1;288;175;144;"WD";"Normal";123000
6;1905;2000;0;"BrkTil";"Unf";0;482;"Ex";1221;691;1912;2;1;"TA";2;672;0;25;"WD";"Normal";163000
7;2006;2006;45;"PConc";"GLQ";1070;1356;"Ex";1500;0;1500;2;1;"Gd";3;648;161;20;"New";"Partial";246578
8;2005;2006;245;"PConc";"Unf";0;1094;"Ex";1133;1349;2482;2;1;"Gd";3;642;144;39;"WD";"Normal";281213
5;1948;1950;0;"CBlock";"BLQ";353;747;"TA";1687;0;1687;1;2;"TA";2;572;0;0;"WD";"Normal";160000
5;1920;2004;0;"BrkTil";"Unf";0;939;"Ex";939;574;1513;1;0;"NA";1;180;24;0;"WD";"Normal";137500
5;1950;1982;0;"CBlock";"Rec";180;1208;"Gd";1136;768;1904;1;0;"NA";1;240;0;0;"WD";"Normal";138000
6;1925;1990;0;"BrkTil";"BLQ";264;976;"Ex";1160;448;1608;2;1;"Gd";1;216;147;16;"WD";"Normal";137450
6;1929;1950;0;"BrkTil";"Unf";0;862;"TA";950;208;1158;1;1;"Gd";1;208;0;0;"WD";"Normal";120000
6;2004;2004;0;"PConc";"GLQ";759;839;"Ex";864;729;1593;2;1;"TA";2;398;100;75;"WD";"Normal";193000
7;2006;2006;0;"PConc";"Unf";0;1286;"Ex";1294;0;1294;2;1;"Gd";2;662;168;55;"New";"Partial";193879
8;2007;2007;84;"PConc";"GLQ";929;1485;"Ex";1464;0;1464;2;0;"NA";3;754;168;160;"WD";"Normal";282922
3;1915;1950;0;"PConc";"Unf";0;672;"TA";694;520;1214;1;0;"NA";3;936;216;0;"WD";"Family";105000
8;2004;2005;174;"PConc";"GLQ";1373;1594;"Ex";1646;0;1646;2;1;"Gd";2;482;128;53;"WD";"Normal";275000
5;1972;2007;0;"CBlock";"GLQ";656;768;"TA";768;0;768;1;0;"NA";2;396;58;0;"WD";"Normal";133000
5;1985;1985;0;"CBlock";"ALQ";625;833;"Ex";833;0;833;1;0;"NA";0;0;0;0;"WD";"Normal";112000
4;1910;1950;0;"CBlock";"Unf";0;622;"Gd";741;622;1363;1;0;"NA";2;528;0;0;"WD";"Normal";125500
7;1986;1991;123;"CBlock";"Unf";0;791;"Gd";1236;857;2093;2;1;"TA";2;542;364;63;"WD";"Normal";215000
7;2001;2001;0;"PConc";"GLQ";666;944;"Ex";944;896;1840;2;0;"NA";2;622;0;45;"WD";"Normal";230000
6;1950;2005;0;"CBlock";"BLQ";120;856;"Ex";1112;556;1668;1;0;"NA";1;271;0;0;"WD";"Normal";140000
4;1949;1950;0;"Slab";"NA";0;0;"Fa";1040;0;1040;2;0;"NA";2;420;0;0;"WD";"Normal";90000
8;2005;2006;366;"PConc";"GLQ";976;1844;"Ex";1844;0;1844;2;1;"Gd";2;620;165;44;"COD";"Abnorml";257000
6;1923;2000;0;"BrkTil";"Unf";0;833;"Gd";1053;795;1848;1;1;"Gd";2;370;0;0;"WD";"Normal";207000
7;2007;2007;130;"PConc";"ALQ";988;1386;"Ex";1569;0;1569;2;1;"TA";3;660;143;20;"WD";"Normal";175900
4;1885;1950;0;"PConc";"Unf";0;777;"Gd";1246;1044;2290;2;0;"NA";2;560;0;0;"WD";"Normal";122500
8;1998;1998;731;"PConc";"GLQ";781;1284;"Ex";1310;1140;2450;2;1;"TA";3;1069;0;126;"WD";"Normal";340000
5;1963;1963;0;"CBlock";"BLQ";25;1144;"TA";1144;0;1144;1;0;"NA";1;336;0;88;"COD";"Normal";124000
6;1969;1969;312;"CBlock";"Rec";1110;1844;"Gd";1844;0;1844;2;1;"TA";2;540;0;73;"WD";"Normal";223000
6;1968;1968;420;"CBlock";"ALQ";404;708;"Gd";708;708;1416;2;1;"TA";2;776;0;169;"WD";"Normal";179900
6;1977;1977;0;"CBlock";"ALQ";360;1069;"TA";1069;0;1069;2;1;"Fa";2;440;0;55;"WD";"Normal";127500
6;2003;2003;170;"PConc";"GLQ";686;848;"Ex";848;0;848;1;0;"NA";2;420;140;0;"WD";"Normal";136500
6;1966;1966;0;"CBlock";"Unf";0;697;"TA";1575;626;2201;2;1;"Gd";2;432;586;236;"WD";"Alloca";274970
5;1958;1983;0;"CBlock";"ALQ";457;1024;"TA";1344;0;1344;1;1;"TA";1;484;316;28;"WD";"Normal";144000
6;1959;1959;243;"CBlock";"Unf";0;1252;"Ex";1252;0;1252;1;0;"NA";2;528;0;39;"WD";"Normal";142000
7;1994;1994;448;"PConc";"GLQ";1000;1223;"Ex";1223;904;2127;2;2;"TA";2;525;171;132;"WD";"Normal";271000
5;1945;1950;0;"CBlock";"BLQ";580;913;"TA";1048;510;1558;1;1;"TA";1;288;0;0;"WD";"Normal";140000
5;1940;1992;294;"CBlock";"BLQ";510;788;"TA";804;0;804;1;2;"Gd";1;240;0;0;"WD";"Abnorml";119000
6;1981;1981;310;"CBlock";"BLQ";678;1440;"Ex";1440;0;1440;2;1;"TA";2;467;0;0;"WD";"Normal";182900
5;2005;2005;0;"PConc";"Unf";0;732;"Ex";734;1104;1838;2;1;"Gd";2;372;100;40;"WD";"Normal";192140
6;1976;1976;0;"CBlock";"LwQ";958;958;"TA";958;0;958;2;0;"NA";2;440;0;60;"WD";"Normal";143750
4;1927;2007;0;"BrkTil";"Unf";0;656;"TA";968;0;968;2;0;"NA";1;216;0;0;"WD";"Normal";64500
6;2000;2000;318;"PConc";"Unf";0;936;"Ex";962;830;1792;2;1;"TA";2;451;0;0;"WD";"Normal";186500
5;1977;1977;0;"CBlock";"ALQ";936;1126;"Fa";1126;0;1126;2;1;"Gd";2;484;295;41;"WD";"Normal";160000
6;1962;2005;237;"CBlock";"Unf";0;1319;"TA";1537;0;1537;1;1;"Gd";2;462;0;36;"COD";"Abnorml";174000
4;1971;1971;0;"PConc";"ALQ";616;864;"TA";864;0;864;1;0;"NA";2;528;0;0;"WD";"Normal";120500
8;2008;2008;426;"PConc";"GLQ";1336;1932;"Ex";1932;0;1932;2;1;"Gd";3;774;0;66;"New";"Partial";394617
6;1957;1996;0;"CBlock";"GLQ";600;912;"TA";1236;0;1236;1;0;"NA";2;923;0;158;"WD";"Normal";149700
7;1979;1979;96;"CBlock";"GLQ";315;539;"TA";1040;685;1725;2;1;"TA";2;550;0;88;"WD";"Normal";197000
6;1922;1994;0;"BrkTil";"Unf";0;588;"Fa";1423;748;2555;2;1;"Gd";2;672;431;0;"WD";"Normal";191000
6;2004;2004;147;"PConc";"GLQ";697;848;"Ex";848;0;848;1;1;"TA";2;420;149;0;"WD";"Normal";149300
10;2008;2008;160;"PConc";"GLQ";765;1017;"Ex";1026;981;2007;2;1;"Ex";3;812;168;52;"WD";"Normal";310000
6;1916;1950;0;"BrkTil";"Unf";0;952;"Fa";952;0;952;1;1;"Gd";1;192;0;98;"WD";"Normal";121000
7;2004;2004;106;"PConc";"Unf";0;1422;"Ex";1422;0;1422;2;0;"NA";2;626;192;60;"WD";"Normal";179600
6;1966;1966;0;"CBlock";"LwQ";187;814;"Gd";913;0;913;1;0;"NA";1;240;0;0;"WD";"Normal";129000
5;1962;1962;189;"CBlock";"Rec";593;1188;"TA";1188;0;1188;1;0;"NA";1;312;261;39;"WD";"Normal";157900
8;1995;1996;438;"PConc";"GLQ";1079;1220;"Ex";1220;870;2090;2;1;"TA";2;556;0;65;"WD";"Normal";240000
4;1910;2000;0;"CBlock";"Unf";0;560;"Gd";796;550;1346;1;0;"NA";1;384;168;24;"WD";"Normal";112000
